"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P5_4","P5_5","P5_6","P5_7","P5_8_1","P5_8_2","P5_9","P5_10","P5_11_1","P5_11_2","P5_12","P5_13","P5_14","P5_15","P5_16","P5_17_1","P5_17_2","P5_18_1","P5_18_2","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0000715","03","1","01","01","2","5","1","","","","","999999999","000005000","0","2","","","","","","","","","009","0000168",2009,"3","1"
"0000725","01","1","01","01","1","4","1","","","","","000500000","000800000","0","2","","","","","","","","","009","0000172",1791,"3","1"
"0000731","02","1","02","01","1","6","1","","","","","000800000","000110000","0","2","","","","","","","","","009","0000173",1904,"3","1"
"0000733","05","1","02","01","1","6","1","","","","","000400000","000035000","1","2","","","","","","","","","009","0000173",1904,"3","1"
"0000742","05","1","01","01","2","5","1","","","","","000050000","000012000","0","2","","","","","","","","","010","0000176",1346,"4","1"
"0000745","04","1","01","01","1","4","1","","","","","000250000","000150000","0","2","","","","","","","","","009","0000177",2119,"3","1"
"0000751","05","1","02","01","2","5","1","","","","","004000000","000000000","","","","","","","","","","","009","0000178",2115,"3","1"
"0000763","04","1","01","01","2","8","1","","","","","000500000","000350000","0","2","","","","","","","","","009","0000182",1924,"3","1"
"0000764","02","1","01","01","1","4","2","1","02","","50","000250000","000200000","0","1","30","99999999","02100","00150000","06","00","99","9","010","0000183",1168,"4","1"
"0000764","02","1","02","01","1","4","2","1","01","","50","000200000","000125000","0","2","","","","","","","","","010","0000183",1168,"4","1"
"0000769","05","1","01","01","2","5","2","1","02","","50","000150000","000300000","0","2","","","","","","","","","009","0000184",1854,"3","1"
"0000769","05","1","02","01","2","5","2","1","01","","50","000150000","000300000","0","2","","","","","","","","","009","0000184",1854,"3","1"
"0000780","02","1","01","01","2","5","1","","","","","001000000","000050000","0","2","","","","","","","","","008","0000187",2322,"2","1"
"0000785","02","1","01","01","1","6","1","","","","","000300000","000230000","0","1","30","00160000","00850","00185000","22","00","99","9","008","0000188",1936,"2","1"
"0000797","03","1","01","01","1","6","1","","","","","000900000","009000000","1","2","","","","","","","","","008","0000191",1811,"2","1"
"0000800","02","1","02","01","2","5","1","","","","","000400000","000400000","0","2","","","","","","","","","009","0000192",1822,"3","1"
"0000801","05","1","01","01","1","4","1","","","","","000300000","000300000","0","1","15","00300000","02500","00300000","08","00","99","9","009","0000192",1822,"3","1"
"0000803","04","1","02","01","1","5","1","","","","","001500000","000360000","1","2","","","","","","","","","010","0000193",1252,"4","1"
"0000817","01","1","01","01","2","5","1","","","","","000100000","000000000","","","","","","","","","","","008","0000197",2694,"2","1"
"0000820","04","1","01","01","1","6","1","","","","","001000000","000480000","1","2","","","","","","","","","008","0000197",2694,"2","1"
"0000823","01","1","01","01","1","2","1","","","","","000450000","000350000","0","2","","","","","","","","","008","0000199",2461,"2","1"
"0000825","03","1","01","01","1","5","1","","","","","000600000","000230000","0","1","30","99999999","02600","00300000","15","00","99","9","008","0000199",2461,"2","1"
"0000827","02","1","03","01","2","5","1","","","","","000100000","000050000","0","2","","","","","","","","","008","0000200",3574,"2","1"
"0000836","02","1","01","01","1","6","1","","","","","999999999","000350000","0","2","","","","","","","","","008","0000202",2224,"2","1"
"0000845","05","1","01","01","2","5","1","","","","","000044000","000044000","0","2","","","","","","","","","009","0000204",1596,"3","1"
"0000845","05","1","01","02","2","5","1","","","","","000044000","000044000","0","2","","","","","","","","","009","0000204",1596,"3","1"
"0000865","05","1","01","01","2","5","1","","","","","001000000","000350000","0","2","","","","","","","","","008","0000209",2174,"2","1"
"0000886","03","1","01","01","2","7","1","","","","","000500000","000060000","0","2","","","","","","","","","010","0000215",1235,"4","1"
"0000888","05","1","03","01","1","4","2","2","","","50","000300000","000283000","0","2","","","","","","","","","010","0000215",1235,"4","1"
"0000889","01","1","01","01","2","5","1","","","","","000500000","000060000","0","2","","","","","","","","","010","0000216",1237,"4","1"
"0000889","01","1","05","01","1","5","2","2","","","50","000400000","000000000","","","","","","","","","","","010","0000216",1237,"4","1"
"0000892","04","1","01","01","2","5","1","","","","","000160000","000000000","","","","","","","","","","","010","0000216",1237,"4","1"
"0000898","04","1","06","01","2","4","1","","","","","000500000","000022000","1","2","","","","","","","","","008","0000218",2447,"1","1"
"0000898","04","1","07","01","2","5","1","","","","","000020000","000010000","0","2","","","","","","","","","008","0000218",2447,"1","1"
"0000898","04","1","07","02","2","5","1","","","","","000020000","000010000","0","2","","","","","","","","","008","0000218",2447,"1","1"
"0000911","01","1","01","01","2","5","1","","","","","000015000","000007000","0","2","","","","","","","","","010","0000223",1283,"4","1"
"0000914","04","1","02","01","1","4","1","","","","","000350000","000160000","0","2","","","","","","","","","010","0000223",1283,"4","1"
"0000926","01","1","02","01","1","4","1","","","","","000220000","000000000","","","","","","","","","","","018","0000227",2884,"2","2"
"0000926","01","1","02","02","2","5","1","","","","","000050000","000000000","","","","","","","","","","","018","0000227",2884,"2","2"
"0000927","02","1","01","01","1","5","1","","","","","000500000","000000000","","","","","","","","","","","018","0000227",2884,"2","2"
"0000929","06","1","02","01","2","5","1","","","","","001800000","000000000","","","","","","","","","","","018","0000227",2884,"2","2"
"0000932","09","1","01","01","2","5","2","1","02","","50","000100000","000029000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000932","09","1","01","02","2","8","1","","","","","000140000","000080000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000932","09","1","02","01","2","5","2","1","01","","50","000100000","000029000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000934","13","1","01","01","1","4","1","","","","","000250000","000066000","1","2","","","","","","","","","018","0000227",2884,"2","2"
"0000934","13","1","01","02","1","4","1","","","","","000200000","000040000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000934","13","1","01","03","1","6","1","","","","","000400000","000300000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000940","20","1","01","01","2","8","1","","","","","999999999","000050000","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000940","20","1","02","01","2","5","2","1","01","","50","000150000","999999999","0","2","","","","","","","","","018","0000227",2884,"2","2"
"0000942","02","1","02","01","2","5","1","","","","","000080000","000050000","0","2","","","","","","","","","018","0000228",3115,"3","2"
"0000945","06","1","01","01","1","6","1","","","","","000180000","000160000","0","1","20","00158000","01480","00124320","07","00","99","9","018","0000228",3115,"3","2"
"0000946","08","1","01","01","2","5","1","","","","","000070000","000070000","0","2","","","","","","","","","018","0000228",3115,"3","2"
"0000948","11","1","02","01","1","6","1","","","","","000350000","000115000","1","2","","","","","","","","","018","0000228",3115,"3","2"
"0000960","03","1","01","01","2","5","1","","","","","000280000","000120000","0","2","","","","","","","","","011","0000230",10594,"4","2"
"0000975","17","1","02","01","1","6","1","","","","","000500000","000350000","0","2","","","","","","","","","019","0000232",3405,"2","3"
"0000976","18","1","02","01","1","6","1","","","","","001100000","000800000","0","1","20","00700000","07000","99999999","17","06","12","0","019","0000232",3405,"2","3"
"0000977","19","1","01","01","2","5","1","","","","","000100000","000050000","0","2","","","","","","","","","019","0000232",3405,"2","3"
"0000978","20","1","01","01","1","6","1","","","","","999999999","000000000","","","","","","","","","","","019","0000232",3405,"2","3"
"0000978","20","1","01","02","2","1","1","","","","","002000000","000000000","","","","","","","","","","","019","0000232",3405,"2","3"
"0000981","03","1","01","01","1","6","1","","","","","000200000","000116000","0","1","30","00116000","00441","00200000","10","00","99","9","019","0000233",2450,"2","3"
"0000982","04","1","01","01","1","6","1","","","","","000200000","000120000","0","2","","","","","","","","","019","0000233",2450,"2","3"
"0000983","05","1","01","01","2","6","1","","","","","000250000","000025000","1","2","","","","","","","","","019","0000233",2450,"2","3"
"0000990","14","1","03","01","1","6","1","","","","","000300000","000300000","0","1","15","00150000","01000","00120000","10","00","99","9","019","0000233",2450,"2","3"
"0001003","04","1","01","01","2","5","1","","","","","000200000","000006000","1","2","","","","","","","","","010","0000235",1204,"4","1"
"0001008","05","1","01","01","1","7","1","","","","","000070000","000056000","0","1","04","00056000","01300","00020000","02","00","09","5","020","0000236",3366,"1","4"
"0001008","05","1","01","02","2","5","1","","","","","000030000","000010000","0","2","","","","","","","","","020","0000236",3366,"1","4"
"0001008","05","1","02","01","2","7","1","","","","","000056000","000056000","0","1","04","00056000","01300","00028000","02","00","99","9","020","0000236",3366,"1","4"
"0001034","19","1","01","01","2","5","1","","","","","000100000","000100000","0","2","","","","","","","","","020","0000237",1870,"2","4"
"0001042","08","1","01","01","2","5","2","1","03","","50","000180000","000036000","0","2","","","","","","","","","020","0000238",2470,"2","4"
"0001042","08","1","03","01","2","5","2","1","01","","50","000018000","000036000","0","2","","","","","","","","","020","0000238",2470,"2","4"
"0001051","03","1","01","01","2","5","1","","","","","000010000","000005000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001051","03","1","01","02","2","5","1","","","","","000500000","000040000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001051","03","1","02","01","1","8","1","","","","","000900000","000120000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001051","03","1","02","02","2","5","1","","","","","000500000","000040000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001051","03","1","02","03","2","5","1","","","","","000250000","000250000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001052","04","1","01","01","2","5","1","","","","","000700000","000081000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001052","04","1","01","02","2","5","1","","","","","000650000","000051000","0","2","","","","","","","","","023","0000239",285,"4","1"
"0001053","01","1","04","01","2","5","2","1","05","","50","000050000","000085000","0","2","","","","","","","","","022","0000240",318,"3","1"
"0001055","03","1","01","01","4","4","1","","","","","000150000","000035000","0","2","","","","","","","","","022","0000240",318,"3","1"
"0001055","03","1","01","02","4","3","1","","","","","000100000","000025000","0","2","","","","","","","","","022","0000240",318,"3","1"
"0001059","01","1","02","01","1","4","1","","","","","000540000","000580000","0","1","20","00580000","08600","00800000","13","00","99","9","023","0000242",236,"4","1"
"0001061","04","1","02","01","1","6","1","","","","","000480000","000260000","0","2","","","","","","","","","023","0000242",236,"4","1"
"0001062","05","1","01","01","2","5","1","","","","","000080000","000007500","1","2","","","","","","","","","023","0000242",236,"4","1"
