"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P8_12","P8_13","P8_14_1","P8_14_2","P8_15","P8_16","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0005711","07","1","02","01","3","00500","99","9","001800","00","126","0001198",4738,"2","4"
"0005712","09","1","01","01","3","00480","99","9","004700","00","126","0001198",4738,"2","4"
"0005713","11","1","01","01","3","00000","99","9","002000","12","126","0001198",4738,"2","4"
"0005713","11","1","02","01","3","05000","99","9","045000","01","126","0001198",4738,"2","4"
"0005713","11","1","02","02","7","00800","99","9","008000","00","126","0001198",4738,"2","4"
"0005717","15","1","01","01","7","03000","99","9","060000","12","126","0001198",4738,"2","4"
"0005719","19","1","02","01","3","00200","99","9","001000","00","126","0001198",4738,"2","4"
"0005720","20","1","02","01","3","00295","99","9","000900","00","126","0001198",4738,"2","4"
"0005727","09","1","03","01","3","02217","99","9","002000","00","126","0001199",4839,"2","4"
"0005736","01","1","03","01","3","00750","99","9","015000","01","125","0001200",3967,"1","4"
"0005736","01","1","04","01","3","00000","15","0","008000","02","125","0001200",3967,"1","4"
"0005736","01","1","05","01","3","00400","99","9","007000","01","125","0001200",3967,"1","4"
"0005736","01","1","06","01","7","01200","99","9","028000","00","125","0001200",3967,"1","4"
"0005736","01","1","07","01","3","00700","99","9","006000","02","125","0001200",3967,"1","4"
"0005737","02","1","04","01","3","00200","99","9","000427","00","125","0001200",3967,"1","4"
"0005740","05","1","01","01","3","01000","09","3","007900","00","125","0001200",3967,"1","4"
"0005740","05","2","01","01","3","01000","99","9","020000","00","125","0001200",3967,"1","4"
"0005744","09","1","02","01","3","02000","99","9","011000","00","125","0001200",3967,"1","4"
"0005745","11","1","01","01","7","00824","99","9","003000","01","125","0001200",3967,"1","4"
"0005749","15","1","02","01","3","00100","99","9","000500","00","125","0001200",3967,"1","4"
"0005750","16","1","03","01","3","00100","99","9","000400","00","125","0001200",3967,"1","4"
"0005757","04","1","02","01","3","00500","99","9","002000","00","125","0001201",3950,"1","4"
"0005763","12","1","02","01","3","00070","99","9","000071","01","125","0001201",3950,"1","4"
"0005763","12","1","02","02","7","00600","99","9","005000","00","125","0001201",3950,"1","4"
"0005772","04","1","02","01","3","00150","99","9","999999","00","125","0001202",3966,"1","4"
"0005773","06","1","01","01","3","00120","99","9","001500","00","125","0001202",3966,"1","4"
"0005775","10","1","02","01","3","02000","02","0","013000","04","125","0001202",3966,"1","4"
"0005780","15","1","01","01","3","00400","99","9","001200","00","125","0001202",3966,"1","4"
"0005785","20","1","02","01","3","00580","99","9","002000","00","125","0001202",3966,"1","4"
"0005787","02","2","02","01","3","00450","99","9","000870","00","126","0001203",4327,"2","4"
"0005793","08","1","03","01","3","00080","99","9","000170","00","126","0001203",4327,"2","4"
"0005793","08","1","04","01","3","00400","99","9","001500","00","126","0001203",4327,"2","4"
"0005793","08","1","05","01","3","00500","99","9","999999","02","126","0001203",4327,"2","4"
"0005796","11","1","05","01","3","00500","99","9","003500","00","126","0001203",4327,"2","4"
"0005796","11","1","05","02","7","00800","99","9","003800","00","126","0001203",4327,"2","4"
"0005803","20","1","01","01","7","00520","99","9","005000","00","126","0001203",4327,"2","4"
"0005803","20","1","03","01","3","00200","99","9","002000","02","126","0001203",4327,"2","4"
"0005808","05","1","01","01","7","01500","99","9","999999","00","126","0001204",3371,"2","4"
"0005811","08","1","02","01","3","00300","99","9","001600","00","126","0001204",3371,"2","4"
"0005812","11","1","02","01","3","00000","99","9","000000","00","126","0001204",3371,"2","4"
"0005834","15","1","02","01","3","00366","99","9","004000","00","125","0001205",2822,"1","4"
"0005838","20","1","01","01","7","01000","99","9","003000","00","125","0001205",2822,"1","4"
"0005838","20","1","02","01","7","01200","99","9","003000","00","125","0001205",2822,"1","4"
"0005841","03","1","02","01","1","01500","99","9","010000","00","130","0001206",74,"4","1"
"0005843","07","1","01","01","2","01000","99","9","001000","00","130","0001206",74,"4","1"
"0005844","08","1","01","01","2","02000","20","2","999999","00","130","0001206",74,"4","1"
"0005846","04","1","02","01","7","00700","99","9","003000","00","130","0001207",83,"4","1"
"0005853","05","1","01","01","3","01000","99","9","004000","00","129","0001208",1060,"3","1"
"0005855","02","1","01","01","4","04000","99","9","020000","00","130","0001209",107,"4","1"
"0005855","02","1","01","02","1","03000","99","9","020000","00","130","0001209",107,"4","1"
"0005860","09","1","02","01","2","00300","99","9","003000","00","130","0001210",100,"4","1"
"0005861","10","1","01","01","1","00300","99","9","001000","00","130","0001210",100,"4","1"
"0005869","05","1","02","01","3","00200","99","9","008000","00","128","0001212",2642,"2","1"
"0005874","03","1","01","01","3","00600","99","9","006000","00","129","0001214",858,"3","1"
"0005878","03","1","01","01","1","00500","99","9","003000","00","128","0001215",1931,"2","1"
"0005880","01","1","02","01","2","00000","99","9","000000","00","128","0001216",1904,"2","1"
"0005884","01","1","01","01","2","00650","99","9","003500","00","130","0001217",105,"4","1"
"0005895","03","1","02","01","3","01500","99","9","015000","02","128","0001219",1802,"2","1"
"0005895","03","1","03","01","1","00300","05","0","004000","00","128","0001219",1802,"2","1"
"0005896","04","1","03","01","3","00200","99","9","001000","00","128","0001219",1802,"2","1"
"0005896","04","1","04","01","3","00200","99","9","000600","12","128","0001219",1802,"2","1"
"0005903","02","1","01","01","3","00030","99","9","000300","06","128","0001221",1897,"2","1"
"0005906","05","1","01","01","3","00500","33","0","002000","00","128","0001221",1897,"2","1"
"0005906","05","1","02","01","1","01500","99","9","008000","00","128","0001221",1897,"2","1"
"0005909","04","1","02","01","1","00500","99","9","008000","01","129","0001222",850,"3","1"
"0005911","01","1","01","01","1","00000","99","9","999999","00","129","0001223",909,"3","1"
"0005911","01","1","01","02","2","00000","99","9","000000","00","129","0001223",909,"3","1"
"0005914","05","1","02","01","1","01500","99","9","999888","01","130","0001224",102,"4","1"
"0005914","05","1","02","02","3","00600","99","9","003000","00","130","0001224",102,"4","1"
"0005916","10","1","01","01","1","01400","99","9","018000","00","130","0001224",102,"4","1"
"0005916","10","1","01","02","2","00800","99","9","008500","00","130","0001224",102,"4","1"
"0005927","07","1","02","01","2","00326","99","9","001800","00","130","0001227",88,"4","1"
"0005933","04","1","02","01","3","00800","99","9","005000","00","128","0001228",2465,"2","1"
"0005933","04","1","03","01","3","00500","99","9","003400","03","128","0001228",2465,"2","1"
"0005933","04","1","04","01","5","00000","99","9","001500","05","128","0001228",2465,"2","1"
"0005934","05","1","02","01","3","00250","99","9","000600","02","128","0001228",2465,"2","1"
"0005938","03","1","02","01","1","00600","99","9","001200","03","128","0001230",2225,"2","1"
"0005938","03","2","01","01","6","01500","99","9","025000","00","128","0001230",2225,"2","1"
"0005938","03","2","01","02","4","00300","99","9","002000","00","128","0001230",2225,"2","1"
"0005938","03","2","02","01","3","00500","08","0","014000","06","128","0001230",2225,"2","1"
"0005955","08","1","01","01","1","01000","99","9","999999","00","130","0001234",121,"4","1"
"0005955","08","1","01","02","2","00500","99","9","004000","00","130","0001234",121,"4","1"
"0005958","02","1","02","01","5","00700","99","9","000900","00","127","0001235",1435,"1","1"
"0005964","01","1","01","01","3","01200","07","0","008000","00","127","0001237",1958,"1","1"
"0005966","03","1","02","01","3","00200","99","9","000600","00","127","0001237",1958,"1","1"
"0005968","01","1","01","01","3","00410","99","9","002500","00","127","0001238",1482,"1","1"
"0005974","02","1","02","01","3","00200","99","9","000300","00","129","0001239",724,"3","1"
"0005978","02","1","01","01","3","00110","99","9","001000","00","128","0001240",1853,"2","1"
"0005979","03","1","02","01","3","00288","99","9","001400","00","128","0001240",1853,"2","1"
"0005984","05","1","01","01","5","00080","10","0","000800","00","129","0001241",893,"3","1"
"0005985","03","1","01","01","1","01000","99","9","006000","01","129","0001242",1012,"3","1"
"0005987","05","1","01","01","2","01000","99","9","005200","02","129","0001242",1012,"3","1"
"0005987","05","1","02","01","3","01500","99","9","014000","01","129","0001242",1012,"3","1"
"0005988","01","1","02","01","3","00230","99","9","000740","00","129","0001243",736,"3","1"
"0005995","01","1","02","01","2","03000","99","9","023000","02","130","0001245",103,"4","1"
"0005995","01","1","02","02","6","03000","99","9","015000","02","130","0001245",103,"4","1"
"0005999","09","1","01","01","1","02100","99","9","013000","00","130","0001245",103,"4","1"
"0006001","01","1","03","01","3","00530","99","9","008500","00","129","0001246",1201,"3","1"
"0006004","04","1","01","01","1","00700","99","9","000800","00","129","0001246",1201,"3","1"
"0006004","04","1","02","01","1","00900","99","9","004000","01","129","0001246",1201,"3","1"
"0006007","02","1","01","01","3","03500","99","9","006000","00","129","0001247",769,"3","1"
"0006009","02","1","01","01","1","00600","99","9","999999","00","130","0001248",86,"4","1"
"0006009","02","1","02","01","1","00600","99","9","002000","00","130","0001248",86,"4","1"
"0006010","03","1","02","01","3","99999","99","9","999999","00","130","0001248",86,"4","1"
"0006011","04","1","01","01","3","01000","99","9","999999","00","130","0001248",86,"4","1"
"0006017","01","1","02","01","1","01300","99","9","005000","00","130","0001250",47,"4","1"
"0006018","02","1","02","01","1","02000","99","9","999999","00","130","0001250",47,"4","1"
"0006022","02","1","01","01","1","01000","99","9","014000","02","128","0001251",1845,"2","1"
"0006024","04","1","02","01","3","02500","99","9","010000","00","128","0001251",1845,"2","1"
"0006025","05","1","01","01","1","00250","99","9","001200","00","128","0001251",1845,"2","1"
"0006025","05","1","02","01","3","00400","99","9","003000","02","128","0001251",1845,"2","1"
"0006028","04","1","02","01","3","01000","99","9","999999","00","130","0001252",29,"4","1"
"0006036","02","1","01","01","7","01200","99","9","003500","00","130","0001255",24,"4","1"
"0006040","04","1","02","01","1","00400","99","9","001100","00","132","0001256",852,"3","1"
"0006043","03","1","02","01","4","04000","15","0","021000","00","131","0001257",2377,"2","1"
"0006043","03","1","02","02","1","00300","15","0","005500","00","131","0001257",2377,"2","1"
"0006043","03","1","02","03","3","00180","85","7","001400","00","131","0001257",2377,"2","1"
"0006044","01","1","03","01","3","00890","15","0","002400","01","131","0001258",3046,"2","1"
"0006044","01","1","03","02","1","00220","99","9","004200","01","131","0001258",3046,"2","1"
"0006046","03","1","01","01","1","00411","26","6","002625","00","131","0001258",3046,"2","1"
"0006046","03","1","01","02","1","01413","25","6","012326","00","131","0001258",3046,"2","1"
"0006047","05","3","01","01","1","01000","05","0","004000","02","131","0001258",3046,"2","1"
"0006048","01","1","01","01","3","00500","99","9","001300","00","131","0001259",4177,"2","1"
"0006052","01","2","02","01","1","01500","99","9","004000","00","132","0001260",1226,"3","1"
"0006055","04","1","02","01","3","02000","99","9","005000","00","132","0001260",1226,"3","1"
"0006056","05","1","03","01","3","00500","99","9","001700","00","132","0001260",1226,"3","1"
"0006062","03","1","01","01","3","00110","99","9","000690","00","131","0001263",3786,"1","1"
"0006063","05","1","01","01","3","00110","99","9","000780","00","131","0001263",3786,"1","1"
"0006071","01","1","02","01","7","01200","45","0","003000","00","134","0001266",646,"3","1"
"0006075","01","1","01","01","3","00730","30","0","004000","00","133","0001267",2663,"2","1"
"0006078","04","1","01","01","3","00000","99","9","999999","00","133","0001267",2663,"2","1"
"0006079","05","1","02","01","3","01000","99","9","010000","02","133","0001267",2663,"2","1"
"0006080","01","1","01","01","3","00800","99","9","003000","00","134","0001268",831,"3","1"
"0006090","02","1","03","01","7","01300","99","9","005000","02","135","0001270",1305,"2","2"
"0006098","13","1","01","01","3","00310","04","0","001500","00","135","0001270",1305,"2","2"
"0006108","08","1","02","01","3","00872","99","9","003000","00","135","0001271",1466,"2","2"
"0006113","13","1","02","01","3","02010","99","9","007000","00","135","0001271",1466,"2","2"
"0006114","16","1","03","01","3","00415","99","9","003000","00","135","0001271",1466,"2","2"
"0006116","18","1","01","01","3","00730","99","9","007200","01","135","0001271",1466,"2","2"
"0006116","18","1","02","01","7","01200","50","0","004000","00","135","0001271",1466,"2","2"
"0006116","18","2","02","01","3","00300","99","9","000600","01","135","0001271",1466,"2","2"
"0006116","18","2","03","01","3","00190","99","9","001200","00","135","0001271",1466,"2","2"
"0006118","20","1","02","01","7","00896","99","9","006000","00","135","0001271",1466,"2","2"
"0006119","02","1","01","01","3","01100","99","9","012000","00","135","0001272",1541,"2","2"
"0006119","02","2","01","01","3","00890","99","9","002000","00","135","0001272",1541,"2","2"
"0006128","13","1","01","01","1","01500","14","9","003000","00","135","0001272",1541,"2","2"
"0006130","15","1","02","01","3","00600","99","9","005000","00","135","0001272",1541,"2","2"
"0006131","17","1","02","01","3","00320","99","9","001800","00","135","0001272",1541,"2","2"
"0006132","19","1","01","01","1","00500","99","9","002800","00","135","0001272",1541,"2","2"
"0006151","19","1","01","01","7","00608","99","9","008000","00","135","0001273",1743,"1","2"
"0006153","01","1","02","01","3","00000","99","9","013000","12","136","0001274",3360,"2","3"
"0006154","02","1","01","01","3","00135","99","9","002000","00","136","0001274",3360,"2","3"
"0006159","07","1","02","01","3","02300","99","9","001200","03","136","0001274",3360,"2","3"
"0006165","13","1","01","01","3","00600","99","9","007000","00","136","0001274",3360,"2","3"
