"FOLIO","VIV_SEL","HOGAR","N_REN","CONSEC","P7_7","P7_8","P7_9","P7_10","P7_11","P7_12","P7_13_1","P7_13_2","P7_14","EDIS","UPM_DIS","FACTOR","ESTRATO","TLOC"
"0011747","03","1","01","01","1","0100000","03000","36","10","0030000","99","9","00","261","0002246",1464,"3","1"
"0011766","02","1","02","01","1","0140000","03000","60","03","0009000","99","9","00","261","0002252",1564,"3","1"
"0011769","01","1","02","01","2","0075000","03000","36","30","0068000","99","9","00","262","0002254",858,"4","1"
"0011771","03","1","01","01","1","0120000","05500","36","24","0100000","99","9","00","262","0002254",858,"4","1"
"0011774","01","1","03","01","4","","","","","","","","","262","0002255",836,"4","1"
"0011784","01","1","03","01","4","","","","","","","","","262","0002258",823,"4","1"
"0011791","05","1","02","01","1","0100000","02400","60","24","0048000","11","0","00","258","0002259",653,"4","2"
"0011794","03","1","01","01","1","0160000","10000","18","09","0090000","12","0","00","258","0002260",619,"4","2"
"0011798","05","1","01","01","1","0250000","08000","36","24","0150000","99","9","00","257","0002261",2455,"3","2"
"0011798","05","1","03","01","1","9999888","05000","36","99","0080000","99","9","00","257","0002261",2455,"3","2"
"0011801","04","1","01","01","1","0500000","12000","60","48","0400000","99","9","00","258","0002263",634,"4","2"
"0011802","05","1","01","01","1","0100000","03050","36","14","0046000","09","5","00","258","0002263",634,"4","2"
"0011803","01","1","02","01","2","0250000","06600","60","43","9999999","99","9","00","258","0002264",730,"4","2"
"0011805","01","1","01","01","1","0125000","04000","60","10","9999999","99","9","02","257","0002265",2470,"3","2"
"0011808","02","1","06","01","1","0230000","06600","36","24","9999999","99","9","00","258","0002266",700,"4","2"
"0011808","02","1","06","02","1","0230000","06600","36","24","9999999","99","9","00","258","0002266",700,"4","2"
"0011809","03","1","01","01","1","0180000","05000","72","60","0170000","13","0","00","258","0002266",700,"4","2"
"0011812","03","1","01","01","1","0120000","06600","24","05","0030000","99","9","00","258","0002267",600,"4","2"
"0011819","05","1","03","01","1","0240000","06400","60","42","0177700","99","9","00","258","0002268",660,"4","2"
"0011846","19","1","01","01","1","0150000","05650","36","06","0033900","01","5","00","263","0002272",1137,"2","2"
"0011858","09","1","01","01","1","0250000","07000","36","20","0140000","14","0","00","263","0002274",1305,"2","3"
"0011888","04","1","02","01","1","0235000","06700","48","43","0201000","10","0","00","264","0002276",1195,"2","3"
"0011888","04","1","02","02","1","0360000","08723","60","30","0261690","12","0","00","264","0002276",1195,"2","3"
"0011937","06","1","01","01","4","","","","","","","","","266","0002281",880,"2","4"
"0011946","16","1","02","01","4","","","","","","","","","266","0002281",880,"2","4"
"0012038","02","1","01","01","1","0187000","05500","99","99","9999999","99","9","00","265","0002287",1458,"1","4"
"0012040","05","1","02","01","1","0096000","03000","48","42","9999999","15","0","00","265","0002287",1458,"1","4"
"0012045","10","1","02","01","2","0140000","04000","60","60","0140000","09","0","00","265","0002287",1458,"1","4"
"0012046","11","1","01","01","1","0200000","05500","60","30","0100000","99","0","00","265","0002287",1458,"1","4"
"0012090","02","2","01","01","1","0200000","04000","60","45","9999999","11","0","00","272","0002294",623,"3","1"
"0012096","03","1","02","01","1","0210000","02100","36","10","0080000","99","9","02","271","0002296",1419,"2","1"
"0012097","04","1","01","01","1","0160000","02500","60","24","0000060","99","9","00","271","0002296",1419,"2","1"
"0012106","04","1","01","01","3","0150000","04500","48","03","0015000","99","9","00","271","0002300",1632,"2","1"
"0012116","05","1","01","01","1","0160000","04100","36","15","9999999","99","9","00","273","0002302",527,"4","1"
"0012132","01","1","01","01","1","0100000","03000","36","32","0090000","05","0","00","268","0002309",814,"2","1"
"0012152","01","1","02","01","4","","","","","","","","","269","0002316",769,"3","1"
"0012199","01","1","01","01","1","0140000","03600","60","09","0035000","99","9","00","268","0002332",1494,"2","1"
"0012215","02","1","01","01","2","0100000","03000","60","18","0050000","15","0","00","268","0002336",1285,"2","1"
"0012227","01","1","04","01","3","0100000","05000","45","40","0100000","03","0","00","270","0002340",1162,"4","1"
"0012229","05","1","01","01","2","0140000","03500","48","41","0080000","68","0","00","270","0002340",1162,"4","1"
"0012245","04","1","02","01","1","0230000","04500","48","05","0025000","99","9","00","270","0002346",1185,"4","1"
"0012249","01","1","01","01","2","0190000","06000","60","45","0180000","13","0","00","270","0002348",1098,"4","1"
"0012259","04","1","01","01","3","9999999","05000","60","30","9999999","99","9","00","270","0002352",995,"4","1"
"0012261","04","1","02","01","2","0169000","04500","60","39","0130000","25","0","01","270","0002354",1206,"4","1"
"0012265","05","1","02","01","1","0200000","06300","60","50","0200000","99","9","00","269","0002355",870,"3","1"
"0012269","05","1","02","01","1","0268000","03900","36","07","0070000","09","0","00","270","0002356",1079,"4","1"
"0012275","01","1","01","01","2","0115000","05000","72","64","0075000","99","9","00","270","0002359",1168,"4","1"
"0012285","05","1","02","01","2","0200000","05200","48","46","0200000","99","9","00","267","0002361",1881,"1","1"
"0012297","04","1","02","01","1","0170000","02800","48","40","0160000","99","9","00","270","0002364",1154,"4","1"
"0012304","01","1","01","01","3","0161000","04800","72","24","0090000","99","9","02","267","0002367",1991,"1","1"
"0012318","02","1","02","01","1","9999999","04000","60","30","9999999","99","9","00","270","0002370",634,"4","1"
"0012320","02","1","01","01","2","0240000","05200","60","12","0070000","99","9","04","270","0002371",623,"4","1"
"0012340","02","1","01","01","4","","","","","","","","","270","0002378",620,"4","1"
"0012342","05","1","01","01","1","0500000","08500","60","99","9999999","99","9","00","270","0002378",620,"4","1"
"0012343","01","1","01","01","2","9999999","06000","60","45","9999999","99","9","00","270","0002379",1154,"4","1"
"0012350","02","1","01","01","1","0260000","04700","60","42","0200000","99","9","01","275","0002382",1097,"2","1"
"0012379","03","1","03","01","1","0170000","04700","60","48","0140000","99","9","00","274","0002393",1247,"1","1"
"0012403","18","1","02","01","1","9999888","99888","60","58","9999999","99","9","00","277","0002397",1098,"2","2"
"0012410","06","1","01","01","1","0100000","03000","24","12","0040000","14","0","00","277","0002398",1201,"2","2"
"0012446","02","1","01","01","1","0180000","04400","48","16","0100000","99","9","00","278","0002401",1493,"2","3"
"0012446","02","1","02","01","1","0280000","03400","60","48","9999999","99","9","00","278","0002401",1493,"2","3"
"0012452","14","1","01","01","1","0180000","03500","72","36","0110000","99","0","00","278","0002401",1493,"2","3"
"0012453","17","1","01","01","2","0180000","05600","60","48","0160000","99","9","00","278","0002401",1493,"2","3"
"0012459","04","1","01","01","4","","","","","","","","","270","0002402",808,"4","1"
"0012470","03","1","01","01","1","0200000","04000","60","22","0088000","99","9","03","276","0002405",1243,"4","1"
"0012471","04","1","01","01","1","0260000","07000","99","99","9999999","99","9","02","276","0002405",1243,"4","1"
"0012528","07","1","01","01","2","0200000","09000","48","43","0160000","09","9","00","279","0002409",764,"1","4"
"0012534","13","1","01","01","4","","","","","","","","","279","0002409",764,"1","4"
"0012565","03","1","01","01","2","0300000","02000","60","24","0048000","99","9","00","282","0002416",1166,"3","1"
"0012591","03","1","02","01","1","0125000","04200","48","40","0120000","11","0","00","282","0002423",1112,"3","1"
"0012595","02","1","02","01","1","0700000","17000","60","38","0450000","09","0","00","282","0002424",1279,"3","1"
"0012595","02","1","02","02","1","0400000","03000","60","48","0300000","09","0","00","282","0002424",1279,"3","1"
"0012596","03","1","03","01","1","0300000","07000","48","24","0150000","10","2","00","282","0002424",1279,"3","1"
"0012601","05","1","01","01","1","0208000","05200","60","48","0181694","17","3","00","282","0002425",1257,"3","1"
"0012601","05","1","02","01","1","0256000","02300","56","14","0080000","10","0","00","282","0002425",1257,"3","1"
"0012602","01","1","04","01","1","0120000","02500","48","24","0050000","13","0","00","282","0002426",1382,"3","1"
"0012611","02","1","01","01","1","0400000","10000","36","26","0300000","13","0","00","283","0002428",732,"4","1"
"0012611","02","1","01","02","1","0300000","13000","24","14","0200000","14","0","00","283","0002428",732,"4","1"
"0012612","03","1","03","01","1","0320000","06500","60","48","0300000","99","9","00","283","0002428",732,"4","1"
"0012617","04","1","02","01","4","","","","","","","","","282","0002429",1419,"3","1"
"0012617","04","1","04","01","2","0468000","06500","72","64","0416000","15","0","00","282","0002429",1419,"3","1"
"0012628","01","1","01","01","1","0150000","07000","48","24","0100000","99","9","00","283","0002432",644,"4","1"
"0012628","01","1","02","01","1","9999999","06000","36","10","9999999","99","9","00","283","0002432",644,"4","1"
"0012632","05","1","01","01","1","0180000","04000","72","36","0120000","99","9","00","283","0002432",644,"4","1"
"0012639","01","1","02","01","4","","","","","","","","","282","0002435",1207,"3","1"
"0012640","02","1","01","01","2","0200000","04500","60","52","0150000","10","5","00","282","0002435",1207,"3","1"
"0012644","02","1","01","01","1","0190000","05500","60","38","9999888","99","9","00","283","0002436",635,"4","1"
"0012645","04","1","03","01","4","","","","","","","","","283","0002436",635,"4","1"
"0012681","02","1","01","01","2","0380000","07890","60","36","9999999","99","9","00","283","0002447",657,"4","1"
"0012697","02","1","02","01","4","","","","","","","","","282","0002451",1173,"3","1"
"0012698","04","1","01","01","4","","","","","","","","","282","0002451",1173,"3","1"
"0012699","05","1","01","01","1","0120000","04100","36","02","0010000","99","9","00","282","0002451",1173,"3","1"
"0012699","05","2","01","01","1","0120000","03000","48","24","0060000","99","9","00","282","0002451",1173,"3","1"
"0012703","05","1","01","01","2","0160000","04000","60","48","9999888","16","0","02","283","0002452",480,"4","1"
"0012707","03","1","01","01","3","0205000","05500","60","31","0100250","36","0","00","282","0002454",1358,"3","1"
"0012708","04","1","02","01","3","0120000","02400","60","30","0060000","28","0","04","282","0002454",1358,"3","1"
"0012727","01","1","01","01","9","","","","","","","","","283","0002459",649,"4","1"
"0012729","05","1","01","01","2","0240000","05100","72","60","0210000","99","9","00","283","0002459",649,"4","1"
"0012735","01","1","01","01","1","0200000","03000","60","12","0040000","99","9","05","283","0002461",628,"4","1"
"0012735","01","1","02","01","1","0260000","05000","36","04","0040000","99","9","00","283","0002461",628,"4","1"
"0012738","03","1","03","01","4","","","","","","","","","282","0002462",1273,"3","1"
"0012742","05","1","02","01","1","0100000","05500","24","12","0050000","99","9","00","283","0002463",561,"4","1"
"0012746","05","1","01","01","2","0900000","15000","60","54","0900000","99","9","00","283","0002464",690,"4","1"
"0012746","05","1","01","02","1","0279000","05000","60","54","0100000","99","9","00","283","0002464",690,"4","1"
"0012747","01","1","01","01","2","0150000","03500","60","24","0100000","15","0","00","283","0002465",679,"4","1"
"0012759","03","1","02","01","2","0100000","02200","62","50","0100000","70","0","01","283","0002467",646,"4","1"
"0012762","02","1","01","01","4","","","","","","","","","280","0002468",345,"1","1"
"0012775","02","1","01","01","2","0120000","04000","48","24","0060000","03","7","00","283","0002471",659,"4","1"
"0012780","02","1","02","01","4","","","","","","","","","283","0002472",628,"4","1"
"0012792","04","1","01","01","1","0180000","99888","60","24","0080000","99","9","00","283","0002475",607,"4","1"
"0012792","04","1","03","01","2","0100000","02800","60","48","0083000","99","9","00","283","0002475",607,"4","1"
"0012801","04","1","02","01","1","0650000","13000","60","14","0160000","99","9","03","280","0002477",383,"1","1"
"0012810","03","1","01","01","1","0170000","04600","48","32","0120000","13","0","00","283","0002480",674,"4","1"
"0012810","03","1","02","01","4","","","","","","","","","283","0002480",674,"4","1"
"0012828","02","1","02","01","1","0250000","04450","48","03","0023000","12","0","00","282","0002485",1585,"3","1"
"0012833","05","1","01","01","1","0000120","05800","36","30","9999999","99","9","00","283","0002486",555,"4","1"
"0012874","17","1","02","01","1","0270000","04000","60","57","0270000","00","3","00","286","0002494",1676,"2","2"
"0012894","02","1","01","01","1","0430000","07000","60","12","0280000","99","9","00","286","0002496",1696,"3","2"
"0012898","08","1","02","01","1","9999999","03200","72","30","9999999","99","9","02","286","0002496",1696,"3","2"
"0012900","11","1","01","01","1","0160000","99999","60","02","9999999","99","9","00","286","0002496",1696,"3","2"
"0012923","01","1","01","01","1","0246000","04000","60","52","0210000","10","5","00","287","0002499",2924,"2","3"
"0012934","13","1","02","01","4","","","","","","","","","287","0002499",2924,"2","3"
"0012987","18","1","01","01","1","0220000","02500","56","48","0200000","03","0","00","288","0002502",1197,"1","4"
"0012996","08","1","01","01","4","","","","","","","","","288","0002503",1237,"1","4"
"0013010","02","1","01","01","4","","","","","","","","","288","0002504",1445,"1","4"
"0013111","02","1","02","01","1","0380000","08000","72","24","0200000","11","0","00","296","0002510",1767,"2","1"
"0013122","04","1","02","01","3","0160000","02350","72","01","0002350","99","0","00","298","0002513",720,"4","1"
"0013126","04","1","02","01","1","0370000","99999","60","58","0350000","99","9","00","297","0002514",1700,"3","1"
"0013135","02","1","01","01","1","0300000","07000","60","03","0021000","99","9","00","297","0002517",1487,"3","1"
"0013135","02","1","01","02","1","0100000","03000","60","10","0030000","99","9","00","297","0002517",1487,"3","1"
"0013199","03","1","03","01","1","0220000","07000","60","55","0185000","99","9","00","291","0002535",1902,"3","1"
"0013200","01","1","01","01","1","0320000","10400","36","24","0124800","30","0","00","291","0002537",1767,"3","1"
"0013211","03","1","02","01","2","0300000","07500","36","22","9999999","99","9","00","291","0002540",1930,"3","1"
"0013213","05","1","01","01","1","0200000","07000","60","50","0200000","12","0","00","291","0002540",1930,"3","1"
"0013214","01","1","02","01","2","0230000","05000","60","59","0220000","12","0","00","292","0002541",1332,"4","1"
"0013215","03","1","01","01","1","0070000","01200","34","24","0040000","32","0","00","292","0002541",1332,"4","1"
"0013217","05","1","01","01","1","0160000","03500","72","12","0050000","10","0","00","292","0002541",1332,"4","1"
"0013218","02","1","01","01","2","0200000","08000","36","32","0180000","12","0","00","292","0002542",878,"4","1"
"0013244","04","1","02","01","4","","","","","","","","","292","0002549",1096,"4","1"
"0013263","03","1","01","01","4","","","","","","","","","291","0002555",1629,"3","1"
"0013268","05","1","03","01","1","0200000","05000","64","40","0160000","15","0","00","292","0002557",1096,"4","1"
"0013278","04","1","03","01","1","0127000","03757","48","09","0019000","04","7","00","292","0002561",1277,"4","1"
"0013284","03","1","03","01","1","0250000","04200","60","24","0120000","18","0","00","292","0002564",1028,"4","1"
"0013284","03","1","03","02","1","0135000","02900","60","03","0010000","18","0","00","292","0002564",1028,"4","1"
"0013284","03","1","04","01","2","0090000","03700","04","02","9999999","18","0","00","292","0002564",1028,"4","1"
"0013304","04","1","01","01","1","0200000","03500","60","12","0050000","99","9","00","292","0002571",1026,"4","1"
"0013310","01","1","01","01","1","0190000","03900","60","16","0080000","10","0","00","291","0002573",1672,"3","1"
"0013359","02","1","03","01","4","","","","","","","","","294","0002588",1977,"3","1"
"0013361","04","1","01","01","1","0240000","03900","60","36","9999999","99","9","01","294","0002588",1977,"3","1"
"0013368","02","1","01","01","1","0200000","03200","60","13","0039000","99","9","03","295","0002591",967,"4","1"
"0013371","01","1","01","01","2","0300000","04100","36","30","0240000","13","0","00","295","0002592",1054,"4","1"
"0013372","04","1","01","01","1","0150000","05000","48","06","0060000","09","0","00","295","0002592",1054,"4","1"
"0013380","03","1","01","01","1","0160000","03200","60","12","0030000","99","9","00","295","0002594",1047,"4","1"
"0013385","03","1","04","01","1","0235000","04265","48","45","0220000","99","9","00","295","0002595",866,"4","1"
"0013392","05","1","02","01","1","0120000","04000","60","99","9999999","99","9","00","295","0002598",899,"4","1"
"0013398","06","1","02","01","1","0323000","05400","48","30","9999999","99","9","00","299","0002600",2217,"3","2"
"0013430","08","1","02","01","1","0400000","08000","60","15","0200000","99","9","00","299","0002602",1860,"3","2"
"0013447","08","1","01","01","1","0048000","02000","24","21","0042000","10","0","00","300","0002603",2114,"2","3"
"0013476","03","1","01","01","4","","","","","","","","","300","0002605",2410,"2","3"
"0013482","11","1","02","01","1","0139000","03250","60","24","0080000","17","0","00","300","0002605",2410,"2","3"
"0013490","20","1","03","01","1","0287000","06900","60","36","0287000","14","0","00","300","0002605",2410,"2","3"
"0013590","17","1","01","01","4","","","","","","","","","302","0002611",1564,"2","4"
"0013600","10","1","01","01","4","","","","","","","","","302","0002612",1796,"2","4"
"0013622","01","1","01","01","2","0229000","06300","48","30","0150000","12","0","00","308","0002616",1006,"4","1"
"0013631","02","1","01","01","1","0350000","04000","60","32","0100000","99","9","00","307","0002619",1482,"3","1"
"0013637","04","1","01","01","4","","","","","","","","","307","0002620",1436,"3","1"
"0013660","02","1","02","01","1","0200000","05000","60","36","0160000","12","0","00","308","0002626",966,"4","1"
"0013693","02","1","01","01","2","0250000","05000","60","56","0150000","99","9","00","316","0002634",1366,"4","1"
"0013699","04","1","01","01","1","0200000","03750","60","18","0060000","99","9","00","316","0002636",1318,"4","1"
"0013711","04","1","01","01","1","0300000","07000","48","34","0238000","99","9","00","305","0002640",829,"4","1"
"0013711","04","1","01","02","1","0180000","03860","60","36","0130000","09","5","00","305","0002640",829,"4","1"
"0013720","01","1","01","01","1","0288000","04800","60","15","0072000","20","0","00","304","0002643",1566,"3","1"
"0013723","04","1","01","01","4","","","","","","","","","304","0002643",1566,"3","1"
"0013727","04","1","01","01","2","9999999","04000","36","24","9999999","99","9","00","305","0002644",799,"4","1"
"0013734","03","1","01","01","1","0300000","08000","48","24","0180000","11","0","00","305","0002646",814,"4","1"
"0013736","05","1","01","01","2","0220000","06141","60","54","0212000","11","9","00","305","0002646",814,"4","1"
"0013744","01","1","02","01","2","0180000","05300","36","32","0100000","99","9","00","305","0002649",831,"4","1"
"0013748","05","1","02","01","2","0100000","04500","72","36","0090000","13","0","00","305","0002649",831,"4","1"
"0013751","04","1","02","01","1","0350000","06500","72","48","0312000","12","0","03","305","0002650",784,"4","1"
"0013761","04","1","01","01","1","0270000","06000","72","60","0150000","99","9","00","304","0002652",1386,"3","1"
"0013767","02","1","01","01","1","0390000","07000","48","34","0350000","12","0","00","305","0002654",737,"4","1"
"0013769","05","1","02","01","1","0275000","10800","24","14","0140000","99","9","00","305","0002654",737,"4","1"
"0013769","05","1","03","01","2","0200000","07000","36","34","0000190","12","5","00","305","0002654",737,"4","1"
"0013775","02","1","04","01","9","","","","","","","","","304","0002656",1488,"3","1"
"0013793","01","1","01","01","2","0234000","04000","60","12","0040000","13","0","00","305","0002660",770,"4","1"
"0013810","01","1","02","01","2","0300000","10000","36","22","0200000","99","9","02","305","0002665",752,"4","1"
"0013810","01","1","03","01","1","0120000","02400","60","36","0070000","99","9","00","305","0002665",752,"4","1"
"0013816","03","1","01","01","4","","","","","","","","","304","0002666",1610,"3","1"
"0013836","04","1","01","01","2","0230000","05000","60","36","0170000","99","9","00","303","0002670",1975,"2","1"
"0013856","05","1","01","01","1","0250000","04400","60","48","0200000","12","6","01","305","0002675",784,"4","1"
"0013864","04","1","01","01","1","0200000","04000","60","24","9999999","99","9","00","305","0002677",779,"4","1"
"0013873","05","1","01","01","2","0110000","03100","36","10","0031000","99","9","00","305","0002679",677,"4","1"
"0013875","02","1","01","01","2","0180000","03000","48","16","0045000","12","0","00","305","0002680",703,"4","1"
"0013878","05","1","01","01","1","0150000","05000","48","24","9999999","99","9","02","305","0002680",703,"4","1"
"0013883","01","1","02","01","2","0195000","06000","48","43","0175000","99","9","01","305","0002682",761,"4","1"
"0013888","02","1","01","01","2","0500000","10000","36","18","0300000","12","0","00","305","0002683",702,"4","1"
"0013888","02","1","03","01","1","0145000","04100","48","18","0068000","99","9","00","305","0002683",702,"4","1"
"0013890","04","1","01","01","4","","","","","","","","","305","0002683",702,"4","1"
"0013910","01","1","01","01","1","0150000","04100","60","48","9999999","99","9","00","317","0002689",2369,"2","1"
"0013947","01","1","01","01","1","0150000","02200","30","05","0060000","13","0","01","311","0002698",1275,"4","1"
"0013950","04","1","02","01","1","0320000","09000","60","22","9999999","99","9","00","311","0002698",1275,"4","1"
"0013950","04","1","02","02","1","0180000","05000","60","23","9999999","99","9","00","311","0002698",1275,"4","1"
"0013969","01","1","02","01","1","0400000","07000","60","50","0350000","99","9","00","311","0002703",717,"4","1"
"0013971","04","1","01","01","2","0120000","05000","60","24","9999999","13","0","00","311","0002703",717,"4","1"
"0013976","05","1","04","01","4","","","","","","","","","313","0002704",2639,"3","1"
"0013992","04","1","01","01","4","","","","","","","","","312","0002709",2159,"2","1"
"0014019","04","1","01","01","1","0130000","03500","60","57","0120000","99","9","00","320","0002713",2411,"3","2"
"0014043","15","1","01","01","2","0170000","04500","36","24","0108000","16","0","00","320","0002714",1625,"3","2"
"0014091","13","1","01","01","3","0130000","04615","30","18","0090000","99","9","00","321","0002717",2670,"2","3"
"0014196","01","1","01","01","1","0400000","07300","50","06","0045000","99","9","00","325","0002727",472,"3","1"
"0014196","01","1","01","02","1","0250000","02500","50","12","0030000","99","9","00","325","0002727",472,"3","1"
"0014209","02","1","02","01","1","0240000","07000","44","06","0042000","99","9","02","326","0002731",223,"4","1"
"0014210","03","1","03","01","1","0160000","03000","72","12","0050000","99","9","00","326","0002731",223,"4","1"
"0014212","01","1","01","01","4","","","","","","","","","326","0002732",237,"4","1"
"0014246","04","1","01","01","3","0120000","03600","48","43","0110000","13","0","00","326","0002741",265,"4","1"
"0014246","04","1","02","01","1","0080000","02300","48","05","0030000","11","0","00","326","0002741",265,"4","1"
"0014265","05","1","02","01","1","0150000","05100","48","12","0060000","13","0","00","325","0002747",569,"3","1"
"0014267","02","1","02","01","2","0338000","08600","60","51","0305000","19","0","00","324","0002748",1572,"2","1"
"0014281","01","1","01","01","1","0060000","02600","36","36","0060000","09","9","00","326","0002752",186,"4","1"
"0014289","04","1","01","01","3","0250000","06000","36","18","0125000","99","9","00","326","0002754",154,"4","1"
"0014295","04","1","01","01","1","0230000","03100","32","24","9999999","99","9","00","326","0002756",210,"4","1"
"0014299","04","1","02","01","2","0100000","02700","60","53","0080000","99","9","00","326","0002757",241,"4","1"
"0014301","01","1","03","01","1","0140000","03900","60","12","0036000","99","9","01","326","0002758",219,"4","1"
"0014307","01","1","01","01","4","","","","","","","","","326","0002760",233,"4","1"
"0014307","01","1","01","02","2","0500000","08500","36","30","0450000","13","0","00","326","0002760",233,"4","1"
"0014322","01","1","01","01","2","0050000","01500","48","04","0007000","13","0","00","326","0002764",252,"4","1"
"0014334","03","1","01","01","1","0400000","05000","60","48","0350000","08","0","01","326","0002768",241,"4","1"
"0014335","05","1","01","01","3","0200000","02000","60","12","0050000","99","9","00","326","0002768",241,"4","1"
"0014336","04","1","02","01","1","0250000","05000","97","78","0220000","99","9","00","326","0002769",229,"4","1"
"0014349","05","1","01","01","2","0108000","04000","48","24","0070000","12","9","00","326","0002772",229,"4","1"
"0014357","04","1","01","01","1","0350000","06500","74","70","0300000","14","0","00","326","0002775",241,"4","1"
"0014404","03","2","01","01","1","0170000","02800","60","12","0020000","11","5","00","329","0002780",1790,"3","2"
"0014408","09","1","02","01","1","0240000","06000","48","12","0080000","99","9","00","329","0002780",1790,"3","2"
"0014464","01","1","01","01","1","0222000","06955","60","44","0170000","99","9","00","330","0002785",1577,"1","3"
"0014505","12","1","02","01","1","0260000","05000","60","36","0156000","99","9","00","330","0002787",1549,"2","3"
"0014531","03","1","01","01","2","0360000","05700","60","18","0120000","99","9","00","327","0002789",1762,"2","3"
"0014535","03","1","01","01","2","0103000","02800","60","28","0054000","12","0","00","333","0002790",1614,"2","4"
"0014582","15","1","02","01","1","0170000","02401","48","12","0028000","16","0","00","333","0002792",1349,"2","4"
"0014607","01","1","01","01","2","0040000","04900","60","08","0040000","99","9","00","333","0002794",1551,"2","4"
"0014611","05","1","02","01","2","0300000","08000","60","48","0300000","99","9","00","333","0002794",1551,"2","4"
"0014627","01","1","01","01","1","0300000","08000","60","48","0200000","99","9","01","333","0002795",1325,"2","4"
"0014643","18","1","01","01","3","0320000","05500","60","48","0254000","99","9","02","333","0002795",1325,"2","4"
"0014725","01","1","01","01","3","9999999","99999","36","34","9999999","99","9","00","335","0002801",1802,"3","1"
"0014763","05","1","01","01","1","0250000","03000","72","40","0200000","99","9","00","335","0002811",2293,"3","1"
"0014805","02","1","01","01","1","0419000","07000","48","36","0300000","99","9","00","336","0002822",901,"4","1"
"0014805","02","1","02","01","1","0200000","04000","60","24","0070000","99","9","00","336","0002822",901,"4","1"
"0014826","01","1","02","01","2","0080000","05000","48","24","0060000","07","0","00","343","0002830",2469,"4","1"
"0014838","04","2","01","01","1","0100000","03000","24","12","0080000","99","9","00","341","0002833",1802,"2","1"
"0014900","01","1","01","01","3","0100000","05000","12","08","0060000","99","9","00","344","0002852",2867,"2","1"
"0014909","04","1","01","01","3","0180000","04800","24","12","0090000","94","0","00","345","0002854",3316,"3","1"
"0014943","05","1","02","01","1","0400000","07300","60","55","0380000","12","0","00","340","0002866",1678,"4","1"
"0014986","03","1","01","01","1","0270000","05500","36","99","9999999","99","9","00","340","0002879",1293,"4","1"
"0015052","05","1","01","01","1","0365000","08000","42","07","0056000","99","9","00","349","0002898",1307,"4","1"
"0015074","01","1","02","01","1","0200000","03000","36","24","9999999","99","0","00","349","0002905",1087,"4","1"
"0015076","05","1","01","01","2","0300000","05000","48","20","0000200","14","0","00","349","0002905",1087,"4","1"
"0015077","01","1","01","01","1","0050000","02500","60","48","0040000","99","9","00","348","0002906",1989,"3","1"
"0015120","14","1","01","01","1","0240000","04000","56","08","0040000","99","9","01","350","0002913",1642,"3","2"
"0015122","16","1","01","01","1","0160000","05000","48","24","0100000","12","9","00","350","0002913",1642,"3","2"
"0015122","16","1","01","02","1","0140000","05000","48","46","0140000","12","0","00","350","0002913",1642,"3","2"
"0015147","05","1","02","01","1","0100000","00300","05","03","0070000","99","9","00","350","0002915",1841,"2","2"
"0015232","05","1","02","01","4","","","","","","","","","351","0002920",1235,"1","4"
"0015269","02","1","02","01","1","0225000","05500","52","12","0060000","99","9","00","354","0002929",169,"4","2"
"0015299","02","1","03","01","1","0200000","06500","60","12","0080000","99","9","00","353","0002935",357,"3","2"
"0015314","01","1","03","01","1","0100000","03000","24","03","0008000","09","0","00","359","0002940",835,"2","2"
"0015317","06","1","01","01","4","","","","","","","","","359","0002940",835,"2","2"
"0015383","03","1","01","01","1","0300000","10500","36","06","0060000","12","2","00","354","0002958",136,"4","2"
"0015384","05","1","01","01","1","0058000","02600","24","03","0028000","99","9","00","354","0002958",136,"4","2"
"0015390","01","1","01","01","1","0200000","03200","60","36","0115200","99","9","00","354","0002961",130,"4","2"
"0015397","01","1","01","01","4","","","","","","","","","354","0002963",133,"4","2"
"0015408","04","1","01","01","4","","","","","","","","","352","0002966",1004,"2","2"
"0015510","05","1","02","01","1","0140000","07000","60","36","0000060","99","9","00","355","0002980",1135,"2","3"
"0015511","01","1","01","01","9","","","","","","","","","355","0002981",1320,"2","3"
"0015514","04","1","02","01","1","0130000","03336","60","28","0080000","27","0","00","355","0002981",1320,"2","3"
"0015522","01","1","01","01","2","0040000","01500","24","06","0015000","10","0","00","357","0002985",229,"4","3"
"0015525","02","1","02","01","1","0280000","07000","48","36","0200000","99","9","02","357","0002986",284,"4","3"
"0015536","04","1","02","01","1","0450000","04000","36","12","0120000","99","9","00","357","0002989",223,"4","3"
"0015542","03","1","01","01","2","0200000","04000","60","05","0020000","13","0","00","357","0002991",214,"4","3"
"0015543","02","1","01","01","1","0400000","03500","48","15","0048000","99","9","00","357","0002992",248,"4","3"
"0015612","02","1","03","01","4","","","","","","","","","355","0003005",958,"2","3"
"0015615","01","1","02","01","1","0150000","04500","60","54","0120000","14","6","00","357","0003006",178,"4","3"
"0015641","03","1","02","01","1","0200000","02800","36","03","0009000","10","5","00","355","0003013",984,"2","3"
"0015657","02","1","01","01","1","0100000","07000","36","30","9999999","15","0","00","355","0003018",991,"2","3"
"0015664","01","1","01","01","1","0283000","05400","36","05","0036000","08","0","02","358","0003020",1168,"2","4"
"0015666","05","1","02","01","1","0100000","03500","24","12","0050000","99","9","00","358","0003020",1168,"2","4"
"0015668","04","1","01","01","1","0200000","03700","60","45","0100000","13","0","00","357","0003021",172,"4","3"
